,gene,score,p-value
12841,Aspa,0.41308467785250413,1.6743681732669734e-13
14198,Serinc5,0.4118780707642383,1.9992617946828608e-13
10769,Ndrg2,0.4118704713482572,2.001491564523783e-13
11288,Sept7,0.4099772383184548,2.639826204333839e-13
9802,Cpe,0.4095496349926197,2.809464836681311e-13
14454,Ywhaq,0.4065095009436607,4.363355608216039e-13
2492,Rps21,0.40638903651600433,4.4397328907903443e-13
14696,Plekhh1,0.4055996876265524,4.973514560283776e-13
15639,Tuba1a,0.4029840350380568,7.229742898844578e-13
7426,Cadm4,0.40240840333216493,7.846665384391421e-13
11423,Phldb1,0.40227814653430466,7.993239685883301e-13
8004,Sh3gl3,0.401078478231487,9.475139531904543e-13
2296,Ppp1r16b,0.39924159491015326,1.2277424009090016e-12
1279,Ptgds,0.39521220615975605,2.1553480506043182e-12
9672,Dusp26,0.39487181039877567,2.2595058467915065e-12
17388,Fgf1,0.39244126763637754,3.1599591904670126e-12
4838,Clic4,0.39240570584705997,3.17544013017423e-12
11756,Tmod2,0.39160961312780407,3.5420200445355168e-12
15116,Rpl30,0.3913088074072025,3.69101552237995e-12
11348,Hepacam,0.39045203648938726,4.149688432303064e-12
3550,S100a16,0.3902006772762473,4.294491062952135e-12
14119,Tppp,0.3899864093622364,4.421807228546295e-12
17040,Epb41l3,0.38987894654770255,4.487039289987239e-12
704,Phlda3,0.38900002348463353,5.056981271989642e-12
8361,Sez6l2,0.38836754389875244,5.51018595220185e-12
2235,Trp53inp2,0.3872728893600365,6.389855839965984e-12
11088,Slain1,0.38604723515174116,7.537570765634856e-12
6889,Slc6a11,0.3858332203792904,7.757604827190725e-12
11910,Trf,0.3845910997447412,9.163806046515323e-12
5007,Kif1b,0.3845272330226009,9.242460856044217e-12
16238,Olig2,0.38336474128626796,1.0794624106634996e-11
8443,Htra1,0.38111308651044046,1.4555917124380613e-11
6943,Wnk1,0.3809526862633417,1.486792931697665e-11
9051,Hcn2,0.37947245894765597,1.8072361125792944e-11
1477,Gsn,0.37863966341975713,2.016122367800963e-11
13435,Rpl38,0.37862872485475557,2.0190167313543276e-11
3728,Rap1a,0.378128171462767,2.155882957306635e-11
4366,Ptprd,0.3776849189340533,2.284593874614797e-11
7717,Josd2,0.37668799168653827,2.602024383004121e-11
8088,Rps3,0.3736374091819836,3.8638157716834316e-11
1027,Tmem63a,0.37291645637113086,4.2396952950937316e-11
13288,Arl4d,0.371801403528127,4.8921121658945904e-11
1276,Abca2,0.36905293723873345,6.94552241550196e-11
15795,Carhsp1,0.36876821986381764,7.200959079750211e-11
1216,Pip4k2a,0.3681044632812872,7.832454092855699e-11
11630,Rplp1,0.3672310980064953,8.745953180086117e-11
6213,Arpc1a,0.3670122568753408,8.99061314949116e-11
5967,Ubc,0.3669437739597132,9.068533990203424e-11
6070,Fis1,0.3667528863006727,9.289211932466382e-11
12514,Sept8,0.36313020199458557,1.4616553682317877e-10
8703,Sgk1,0.36295302235278154,1.494205345803596e-10
3996,Ttll7,0.3611536372494645,1.8673290325630896e-10
455,Efhd1,0.3607823499409479,1.9548876456728437e-10
7741,Ap2a1,0.3605439961634176,2.013186584695187e-10
2698,Rtl8a,0.35896051645827576,2.4456873573323085e-10
2882,Rps4x,0.35759750625202164,2.889207847023336e-10
12574,Gjc2,0.35702505982122656,3.09794912354801e-10
17723,Frmd8,0.3545705996016566,4.171459524771005e-10
10171,Dync1li2,0.35447939402798107,4.21762732727343e-10
12727,Atp1b2,0.3533653852345877,4.823159407890638e-10
14177,Edil3,0.35274909410756145,5.193577908871238e-10
17821,Asrgl1,0.3522132788035882,5.537951870732042e-10
1785,Slc1a2,0.3491200842025746,8.003710296368052e-10
12219,Gal3st1,0.34736246575820606,9.849230602917126e-10
954,Atp1a2,0.34691437655703783,1.0382124059055538e-09
13161,Arhgap23,0.34654934620420025,1.0836813790788838e-09
411,Serpine2,0.34415008749158305,1.4343699176327943e-09
8851,Gja1,0.3441209309989527,1.4392441965991203e-09
14429,Ntsr2,0.34364048468575936,1.5219144582865958e-09
3668,Phgdh,0.34068064041460194,2.1424632076435234e-09
11539,Acsbg1,0.3400518299294261,2.302853254916007e-09
3455,Bcan,0.3394847617499088,2.4574268800184524e-09
2592,Mid1ip1,0.33909911603356935,2.5682412874642245e-09
928,Pfdn2,0.33828562924088684,2.8180972743414956e-09
2869,Gjb1,0.337674877056274,3.0210016351967223e-09
7222,Ttyh1,0.33754181139097866,3.0670501398251256e-09
10398,Rpl13,0.33664842424450114,3.3942969456120625e-09
9585,Arhgef10,0.3366478035428766,3.394535654860086e-09
3606,Ctss,0.33662099946928453,3.4048594825099517e-09
12210,Selenom,0.3362890370369967,3.5352652746290873e-09
16207,App,0.3356805260765386,3.786977033551154e-09
15359,Pvalb,0.3355035484998634,3.8633849112156094e-09
349,Tmbim1,0.333282941760624,4.958549384185133e-09
11278,Anln,0.3322842191198848,5.543974022998588e-09
12944,Omg,0.332082613314638,5.670009096903894e-09
9132,Eef2,0.33182773356076883,5.8333219705810065e-09
3953,Rap1gds1,0.32963126908668516,7.442574744145876e-09
17728,Cdc42ep2,0.329583979513397,7.481557692670022e-09
11266,Elavl3,0.329392081095179,7.641785125044055e-09
5042,Acot7,0.3291637606744096,7.8367500660477e-09
694,Gpr37l1,0.3290712646463384,7.917095181704323e-09
950,Pea15a,0.3284327267386938,8.493892621639818e-09
8881,Unc5b,0.32781011367259066,9.095325832483334e-09
13294,Dusp3,0.3277228280607764,9.182866020794547e-09
6175,Actb,0.327389340887601,9.52489041351537e-09
13917,Sema4d,0.3271727879570587,9.753549415697955e-09
14982,Adssl1,0.3256902062445879,1.1467833261074095e-08
7438,Atp1a3,0.32508557762669943,1.22475880209352e-08
13057,Dynll2,0.3242704381603292,1.3380350921060327e-08
15511,5031439G07Rik,0.3241141060140722,1.3608878543803494e-08
14842,Foxn3,0.32401896302807026,1.3749800925852893e-08
15549,Sbf1,0.32271831801203055,1.5823550418107442e-08
15338,Rpl8,0.32055095108433973,1.9967592632313585e-08
1009,Sccpdh,0.31966102916457284,2.1957071482262022e-08
1779,Prr5l,0.31916123883471426,2.3156950779312856e-08
11949,Pcbp4,0.317335490693588,2.810173849095738e-08
4314,Lpar1,0.31651664545081665,3.063711307483862e-08
11010,Itm2b,0.3154838591179084,3.415099042056012e-08
4276,Tmeff1,0.3147098535063132,3.7036158072699805e-08
381,Dnajb2,0.3143789310361671,3.8340217683909063e-08
1534,Tnfaip6,0.31299848924986734,4.427402452324649e-08
10198,Tppp3,0.3127031590087865,4.5653878125605305e-08
14292,Erbin,0.31242042372687623,4.701368517146586e-08
4595,Tmem125,0.31131072608758076,5.273808807106374e-08
513,Kif1a,0.3112932040108634,5.283365527974906e-08
5695,Cplx1,0.30813318941333157,7.309351287717326e-08
17704,Cfl1,0.30765364654987454,7.675856534457503e-08
10134,Adgrg1,0.30603898199899376,9.044657938064571e-08
17222,Aqp4,0.3057721374215405,9.292409969893184e-08
14157,Arrdc3,0.3056630956210453,9.395519800219601e-08
1011,Cdc42bpa,0.3054367766286213,9.61305502473279e-08
8267,Gprc5b,0.30479303399315477,1.025865870938167e-07
5576,Scarb2,0.3044703985766616,1.0597735941488305e-07
14507,Sypl,0.30431354341127753,1.0766458007568503e-07
11284,Dpy19l1,0.301827815238799,1.3811604681443896e-07
7298,Rps5,0.3012696191286272,1.4601466422437932e-07
17231,Ttr,-0.8041917407479146,1.0327561416214553e-67
178,1500015O10Rik,-0.7583795018586691,4.994535615950803e-56
11640,Calml4,-0.7407991147782568,3.248981064520401e-52
11029,2900040C04Rik,-0.7068798564985541,1.1467717247774442e-45
457,Kcnj13,-0.7047887371490631,2.7069498950813068e-45
6279,Kl,-0.7045377198761056,2.9994058243812635e-45
8130,Folr1,-0.7030246820337589,5.55398809161947e-45
13365,Ace,-0.6999059637032503,1.953528597533007e-44
8525,Cox8b,-0.6949485818433947,1.3952383202124042e-43
2290,Lbp,-0.6919969085931065,4.41385459868877e-43
342,Igfbp2,-0.6898460867626404,1.0127522251122741e-42
7556,Spint2,-0.6890008295048088,1.4008409381656991e-42
11694,Car12,-0.6882639366268236,1.8570310702547445e-42
16260,Clic6,-0.6877936922186919,2.222065028048604e-42
14519,Sostdc1,-0.6845947785807964,7.465040314694206e-42
15190,Enpp2,-0.6810167396049444,2.842662859943518e-41
11877,Rbp1,-0.6615741604214125,2.949307017551759e-38
2499,Col9a3,-0.6571125623610918,1.3499662911625287e-37
11963,Hemk1,-0.6513008295715059,9.422570736929053e-37
9905,Bst2,-0.6473151902623846,3.485428769692004e-36
6681,Slc4a5,-0.647303089104995,3.4991947272491647e-36
853,F5,-0.6434093876263514,1.2325065919131807e-35
10889,Cab39l,-0.6388102219857814,5.327864057200372e-35
15058,Prlr,-0.6382347737774717,6.387633042055251e-35
17901,Trpm3,-0.6356068027789685,1.45554603983405e-34
2344,Wfdc2,-0.6352587747493155,1.6223177613734538e-34
10078,Gm19935,-0.6316592824533934,4.9414806333109154e-34
5379,Msx1,-0.6294338050257264,9.766894824413081e-34
16320,Ezr,-0.6270328901202488,2.0244207200620787e-33
16166,Col8a1,-0.6241714963582883,4.785936068513252e-33
9492,Rdh5,-0.6236336809520645,5.620410716887511e-33
16257,Kcne2,-0.6235421189194418,5.7761444035314755e-33
6919,Tmem72,-0.6187031248922393,2.4177458994630307e-32
13541,Lgals3bp,-0.6169644211160099,4.0196645338107535e-32
16629,Rsph1,-0.6145112441441469,8.191466419935682e-32
33,Sulf1,-0.6077518312002994,5.641310071283743e-31
15401,Slc16a8,-0.60017148913846,4.6517104381555315e-30
8705,Slc2a12,-0.5968979155422531,1.1370955983488456e-29
7241,Cox6b2,-0.5956298175790571,1.6031641740443545e-29
2667,Prr32,-0.5949223129772765,1.9405421599406387e-29
4172,1110017D15Rik,-0.5907917640163821,5.862856597305217e-29
2995,Cldn2,-0.5901017469147556,7.04133063026382e-29
14887,Ifi27,-0.5837103842437225,3.7625366439432407e-28
6565,Aqp1,-0.5804456725916067,8.731729642570651e-28
10811,Slc22a17,-0.5801851945945186,9.334582956269514e-28
13184,Ppp1r1b,-0.5791429356259212,1.2185760402558678e-27
911,Cfap126,-0.577770836831576,1.7282763470866303e-27
15709,Krt18,-0.5706354345441406,1.0361570278782296e-26
6426,Slc13a4,-0.5705165867438203,1.0671390673429353e-26
9597,Defb11,-0.5696501036588564,1.322367649438361e-26
5229,Wdr86,-0.5695282499260023,1.3627846780944377e-26
2635,Pgrmc1,-0.5695258221712896,1.3636021818658605e-26
6633,Vamp8,-0.566558487782131,2.827580598242596e-26
3844,Abca4,-0.5645001633632419,4.669256489337391e-26
10136,Drc7,-0.5627247132669526,7.176719031689328e-26
7627,Fxyd1,-0.5612260764895922,1.0295025556679672e-25
8108,Ucp2,-0.5584670722885791,1.9908909354036362e-25
5788,Trpv4,-0.5569853717016969,2.829887042755929e-25
4243,Frmpd1os,-0.5565696080919926,3.1223793427947235e-25
17291,Nme5,-0.5541336559369727,5.54067157477997e-25
4956,Fhad1,-0.5528481120801776,7.484944020898653e-25
9050,Bsg,-0.5511782023633638,1.1041546625260931e-24
672,Prelp,-0.5469349675535303,2.9364443897453076e-24
10317,Dynlrb2,-0.5468201215052065,3.0146388738508304e-24
9979,Tbc1d9,-0.5458351118459486,3.775256862514919e-24
15779,Smim22,-0.5453493834345976,4.2170761182089264e-24
15640,Tuba1c,-0.5450845111353163,4.479079916288663e-24
3811,Vcam1,-0.5440545007878115,5.659326584796584e-24
470,Gm29538,-0.5429222169520339,7.311790427950086e-24
8252,Arl6ip1,-0.5415989983233941,9.85171805800876e-24
1574,Slc4a10,-0.5415788231543036,9.896505325346535e-24
8876,Psap,-0.5410728169773574,1.1087779110185149e-23
4333,Slc31a1,-0.5382293226806495,2.0926345754408682e-23
10743,Otx2,-0.5351725464418459,4.114650752919572e-23
8568,Ctsd,-0.5335049536311959,5.932950030021382e-23
9472,Rpl41,-0.5291741760706447,1.520363532481563e-22
2357,Pltp,-0.5277552375421306,2.063358473785411e-22
15546,Plxnb2,-0.5266311861986843,2.6254108430910264e-22
14335,Gpx8,-0.5250120423766125,3.708672150955441e-22
4680,Col8a2,-0.5242415185510744,4.36846864310873e-22
10312,Vat1l,-0.5207312614584073,9.162287122024099e-22
6172,Slc29a4,-0.5201636398798913,1.031977728978431e-21
3827,Plppr4,-0.5195940923976421,1.1625584731820816e-21
7474,Mia,-0.5191758002364573,1.268690030628041e-21
2655,Cul4b,-0.5186581396605214,1.4133081883573532e-21
7943,Abhd2,-0.5175066002778834,1.7957172744210436e-21
6856,Thumpd3,-0.5171773519980596,1.922655169746467e-21
6328,Mdfic,-0.5161608574340761,2.3728972667075126e-21
6093,Pcolce,-0.5133199048533672,4.2564538201704974e-21
8134,Lrrc51,-0.5121580815393763,5.396918063924164e-21
14525,Arl4a,-0.5119929731931036,5.581683787021519e-21
3363,Mlf1,-0.5110708660479762,6.733899275465273e-21
6379,Tspan33,-0.5107396631793756,7.202445690952412e-21
13508,Prcd,-0.50910365944916,1.0030341918011359e-20
11979,Sema3b,-0.5088627693764401,1.0530020904480348e-20
4424,Dock7,-0.5080857779452191,1.2314505542440717e-20
16863,Rsph9,-0.5074583858784203,1.396972857988219e-20
9573,Gas6,-0.5070738353356127,1.509048578765881e-20
11727,Cgnl1,-0.5070694327608167,1.5103815745531236e-20
12703,Tmem107,-0.506232343657324,1.786056779977336e-20
15418,Nptxr,-0.5057023706977934,1.985582598004666e-20
2431,Bmp7,-0.5050533696530582,2.259962802264083e-20
2893,Slc16a2,-0.5038794221894943,2.854164256047374e-20
8588,Cdkn1c,-0.5037222695835875,2.944560112279366e-20
7119,Mgp,-0.5029142716255052,3.4556792897543246e-20
11714,Fam81a,-0.4999605855107709,6.181290450698511e-20
3736,Pifo,-0.49970999140993955,6.492216108988714e-20
15189,Nov,-0.499423896957765,6.86601561282492e-20
3024,Htr2c,-0.498353895449584,8.461155840734722e-20
5149,Steap1,-0.4969172075540233,1.118783495641197e-19
13100,Epn3,-0.4950403012172834,1.6083353370552687e-19
10816,Myh7,-0.4945162650108666,1.7791577675482092e-19
8070,Myo7a,-0.49412363021494987,1.918716115310011e-19
13479,Smim5,-0.4936274529456819,2.1105489594515052e-19
14435,2410004P03Rik,-0.4932969664971381,2.248656056815229e-19
260,Tmem237,-0.4900506575206903,4.175833453324578e-19
12817,Tekt1,-0.48964980770311367,4.505457155386069e-19
5217,Slc4a2,-0.4885356127886476,5.561934768767833e-19
17467,Cd74,-0.48811446086140897,6.021712482727772e-19
9775,Gpm6a,-0.4881051618968818,6.032274603153048e-19
11297,Thyn1,-0.4856671080078834,9.533008075576686e-19
4899,Pla2g5,-0.48367062535916544,1.3829450967998178e-18
4749,Serinc2,-0.48365604699805365,1.3866947907653023e-18
15977,Cldn1,-0.4827560632477779,1.638582833441064e-18
3098,Tmem27,-0.4822750937059634,1.79109962821866e-18
4813,Ubxn11,-0.4793962898275141,3.042262658456209e-18
2747,Cetn2,-0.4783845404226284,3.660525387858206e-18
17915,Pip5k1b,-0.477770704324294,4.0941231962926804e-18
14989,BC022687,-0.47723752935050995,4.511392793735645e-18
17557,Myo5b,-0.47716276661719187,4.573146093003684e-18
11962,Cish,-0.4766977843071546,4.976281492300695e-18
6201,Rsph10b,-0.47624011418107104,5.407087035643958e-18
1117,Kcnh1,-0.4761315309596752,5.514553778496584e-18
9317,Csrp2,-0.47549321432584435,6.190040141550218e-18
8684,Perp,-0.4754376945278453,6.252495112167346e-18
6382,Strip2,-0.47538902532177973,6.307752396022144e-18
5887,Aldh2,-0.47507083717115783,6.681012456141904e-18
17558,Acaa2,-0.4747945992122538,7.022586585974545e-18
13136,Atp5g1,-0.4735249872632826,8.826186610224916e-18
15115,Matn2,-0.47332156574654816,9.154637398964453e-18
11597,Stra6,-0.4731921113695187,9.36987574139883e-18
1028,Ephx1,-0.4709218161608804,1.406178112167937e-17
15197,Sntb1,-0.4703188678822016,1.5654687106687723e-17
14492,Lamb1,-0.46846650722439326,2.1739336179199234e-17
368,Cfap65,-0.46845119257779555,2.1798251569892174e-17
12375,Hba-a2,-0.46612739748444487,3.281628777797122e-17
6394,Mest,-0.4657354851407922,3.5149611324376904e-17
11772,Gsta4,-0.4640114314943211,4.7500299060278293e-17
48,Rdh10,-0.46241490211588954,6.268196264972306e-17
6563,Inmt,-0.46132039013439496,7.574472259645903e-17
7916,Nr2f2,-0.4610694879635396,7.909634193439403e-17
8576,Igf2,-0.4607474261157053,8.361243927486933e-17
1345,1700007K13Rik,-0.46059691912309353,8.580872359454228e-17
15055,Capsl,-0.4592780217206624,1.0763931539509087e-16
12373,Hba-a1,-0.45799450895193466,1.3407938213821477e-16
10119,Cpne2,-0.45695287400937734,1.6013356467357463e-16
7130,Lmo3,-0.45644785123901593,1.7449320879977416e-16
11969,Zmynd10,-0.4559260623805749,1.906549583879457e-16
13539,Timp2,-0.4559025943833201,1.9141535298995814e-16
12215,Dusp18,-0.453043193190222,3.101771407467011e-16
7883,Mcee,-0.45301688109191196,3.1155140525421437e-16
4639,Hpcal4,-0.4523976304869437,3.4567427146319624e-16
11296,Acad8,-0.4521141395080004,3.624935042205366e-16
5148,Steap2,-0.45161070922935054,3.943609335156079e-16
1596,Stk39,-0.45105964041641144,4.323954605891995e-16
13364,Cyb561,-0.45033457742841676,4.879596770764135e-16
599,Lypd1,-0.44980127561480565,5.332384214461185e-16
15111,Cpq,-0.4492913909154687,5.803684173310859e-16
6416,Cald1,-0.44927257222357486,5.82183840548558e-16
5463,Rbm47,-0.4481134467228449,7.0541390999161e-16
7143,Slco1a5,-0.44764482955146845,7.621929797074648e-16
15494,Tspo,-0.44725188556603707,8.132365073231618e-16
13817,Bmp6,-0.4466873277555124,8.924837376954223e-16
9276,Dcn,-0.44586441704551205,1.0217158336461042e-15
1576,Fap,-0.44436940575977163,1.3050328830367608e-15
1496,Crb2,-0.44316170129535953,1.5889334282701455e-15
11159,Yap1,-0.4427112832947254,1.7096240998128936e-15
1111,Rd3,-0.4417240849829457,2.006422471408785e-15
10531,Nid2,-0.4416119219025279,2.043181811475511e-15
4880,Alpl,-0.44090790279902037,2.289446456527857e-15
9245,Gm32468,-0.44043566176557664,2.470692271189599e-15
14550,Coch,-0.44031576754807744,2.5189005494951675e-15
15383,Lgals1,-0.43983363908930456,2.7222355158560764e-15
2491,Lama5,-0.43983240503577564,2.7227760578508182e-15
4101,Ggh,-0.4396416075506676,2.807626636058398e-15
12683,Cfap52,-0.43926761634522293,2.9815275687726936e-15
3255,Cetn4,-0.4391592108875467,3.0338775496149786e-15
15322,Slc39a4,-0.4376495280973917,3.863580383239268e-15
5058,Trp73,-0.43704831166088204,4.2526234560178225e-15
14350,Emb,-0.43669288257545236,4.500398689356951e-15
5147,Cfap69,-0.43563006373866053,5.328705058770577e-15
4375,Frem1,-0.4355499790718036,5.39684387440475e-15
15966,Rtp4,-0.43461004547346516,6.263203984302552e-15
17897,Gda,-0.4340113956363062,6.884502744725014e-15
11821,Cep162,-0.4336424139678505,7.29709011808493e-15
15708,Krt8,-0.4333784438526096,7.607013027344798e-15
3684,Atp1a1,-0.43282659993237543,8.297134613123436e-15
617,Cd55,-0.4321083182741667,9.287826317362555e-15
7859,Oca2,-0.43209372808676205,9.309104744395511e-15
8578,Ins2,-0.43203544239609193,9.394586141094257e-15
15873,Aifm3,-0.4319088282582685,9.582933855703675e-15
11947,Abhd14b,-0.43072363281576487,1.1535093205358655e-14
4930,Crocc,-0.4302978467014709,1.232742536130318e-14
9737,Sorbs2,-0.4300485590936379,1.2815787785999329e-14
11697,Aph1c,-0.429927720765574,1.305927911005876e-14
11848,Plscr2,-0.42992081147451094,1.3073337477891567e-14
6352,Iqub,-0.42984398797679907,1.3230652091267737e-14
8283,Vwa3a,-0.42909272901502815,1.4870026319952525e-14
12232,Uqcr10,-0.4280576191780257,1.7458385585511524e-14
8713,Moxd1,-0.4277597794607389,1.8281552145295267e-14
11981,Slc38a3,-0.4276869677627563,1.848849622227731e-14
14510,Efcab10,-0.4272700694454869,1.9718287763013394e-14
15842,Efcab1,-0.42719186630371275,1.9957731059286743e-14
10311,Nudt7,-0.42683622946566957,2.1083002692423227e-14
15482,Serhl,-0.4260815869268349,2.3680308108346266e-14
350,Catip,-0.42571695073114335,2.5045033069534314e-14
16325,Rnaset2b,-0.4251893308430887,2.7156938174820586e-14
14441,Hpcal1,-0.42512887957673495,2.7409757952148306e-14
11602,Loxl1,-0.4226396332789969,4.0079631157524745e-14
6208,Baiap2l1,-0.4225209540144063,4.0809132569110167e-14
6591,Snca,-0.42240264925370025,4.154925373737079e-14
5809,Dynll1,-0.422269680300072,4.239679240698333e-14
12217,Tcn2,-0.42220363914171827,4.28239983375535e-14
8864,Sowahc,-0.42140758936378797,4.83167094839768e-14
12875,1700016K19Rik,-0.42059284496812077,5.4650653435604374e-14
17140,Mcfd2,-0.41866067557446573,7.309538350732717e-14
15068,Npr3,-0.41859389113672996,7.383134891083745e-14
1453,Angptl2,-0.417084038144646,9.254381799331061e-14
6997,Lrrc23,-0.41640752265983544,1.0236382042777809e-13
17981,Ifit1,-0.4163071011891085,1.039057557906919e-13
8856,Smpdl3a,-0.4156569767581271,1.1445201155904692e-13
8988,Chchd10,-0.4155357900521692,1.1653044889937588e-13
15396,1700088E04Rik,-0.4154058952206013,1.187992090562759e-13
12018,Wdr6,-0.4152677044539707,1.2126027206242142e-13
