,gene,score,p-value
2796,Fgf13,0.30745636296651213,2.8237547163125515e-09
12185,Rwdd2a,0.3061540140203561,3.3171820668704588e-09
13311,Sez6,0.30613943666571597,3.3231522754991526e-09
7856,Gramd1a,0.3060446205937081,3.3622395415015774e-09
4527,Elavl2,0.30469584647301434,3.968930342584823e-09
17322,Atp6v1g2,0.30432348765648193,4.154305994521425e-09
106,Plekhb2,0.3042947570003296,4.168952923563413e-09
8042,Nomo1,0.30388389564482543,4.383966178700631e-09
7185,Necap1,0.3036807099208545,4.494231315111716e-09
14919,Hpcal1,0.3036032178469783,4.536988816724428e-09
2742,Tenm1,0.30339817776073874,4.652033074733694e-09
6221,Rhbdd2,0.30291713635134604,4.9331410878612855e-09
14402,Sncb,0.3025796169148128,5.140131308047726e-09
16677,Zbtb11,0.3023587462584457,5.280113097768606e-09
9496,Pmch,0.30216255407174636,5.407546082038847e-09
12934,Gpx3,0.3012006688192914,6.0766853156037425e-09
9347,Cbarp,0.30114081002448534,6.120876870171092e-09
13979,Gaa,0.30064761632647297,6.497025484699055e-09
12189,Snap91,0.30055464235285,6.5704001285116266e-09
18176,Mbp,-0.6600146539996617,3.8426968773359014e-46
18403,Fth1,-0.5892242095441025,7.691298784637041e-35
12516,Mobp,-0.5747206867372149,7.417782034581162e-33
3063,Plp1,-0.542328887484718,9.179326933242969e-29
8352,Plekhb1,-0.4872033342123205,9.69509807529724e-23
16527,Apod,-0.4806082407329625,4.3314966461017995e-22
12286,Trf,-0.4753226635226924,1.404683750919378e-21
13657,Cnp,-0.4732668083165876,2.2076472521974036e-21
2066,Mal,-0.47247181483374423,2.6272631399451344e-21
3296,Cldn11,-0.46858195482229303,6.115789006322927e-21
18655,Scd2,-0.44674550351615694,5.775051409069376e-19
16881,Qk,-0.43769159950492803,3.465286333583262e-18
11871,Cryab,-0.436048860155447,4.769316529006379e-18
17566,Tubb4a,-0.4354045311762615,5.403305616531498e-18
13746,Gfap,-0.43090562418548967,1.282097969732087e-17
7614,Apoe,-0.41559430989052937,2.2074401691346846e-16
3198,Tmsb4x,-0.4098058364406321,6.236854855610901e-16
1322,Ptgds,-0.4060677484428204,1.2068453463498147e-15
5562,Qdpr,-0.40577791225246,1.2697852473511097e-15
7842,Mag,-0.39510782246833726,7.974955772850743e-15
2014,Gatm,-0.3858182129643081,3.74469123704896e-14
17377,Mog,-0.3812917076127926,7.817902069746482e-14
724,Csrp1,-0.3810330756230664,8.150919733327093e-14
2489,Bcas1,-0.37590162461659726,1.8507552642953596e-13
9867,Lamp1,-0.3663086572285214,8.250721405063026e-13
3192,Gpm6b,-0.3642104777689395,1.136637042955755e-12
3240,Car2,-0.362801881551948,1.4075295556423015e-12
15521,Selenop,-0.3595232118097671,2.3056091925278124e-12
8839,Cd81,-0.35838855839894057,2.7314198098200774e-12
10435,Pllp,-0.3568737593500457,3.421336465680635e-12
7777,Ppp1r14a,-0.353901259541518,5.304190431435204e-12
1521,Gsn,-0.35254736058006636,6.466874367622209e-12
11374,Tpt1,-0.35252923742636233,6.484012401348212e-12
10608,Fa2h,-0.34481314236263566,1.9705398754232222e-11
3803,Tspan2,-0.3443884419111726,2.093022740938138e-11
2212,Cst3,-0.3373352209437959,5.622722127604793e-11
4415,Slc44a1,-0.3350966018170234,7.6543391377535e-11
1596,Ermn,-0.3288188841034868,1.7940978501615758e-10
10421,Mt1,-0.32535517949500875,2.8469246855782996e-10
11155,Cmtm5,-0.3192679058154578,6.319673240034863e-10
462,Ptma,-0.31661612429366687,8.895072789672166e-10
7814,Aplp1,-0.31315354390585576,1.382967057397855e-09
17797,Ttr,-0.3123022952201656,1.5401168003762564e-09
11298,Stmn4,-0.3091032146983482,2.3008662579172287e-09
8005,Ftl1,-0.3068202320525848,3.05515378247755e-09
13458,Sept4,-0.3040326258836414,4.304919593979123e-09
15492,Pacs2,-0.30111840954377195,6.137494232525635e-09
4684,Prdx1,-0.3010283152970993,6.204771293019084e-09
6277,Tsc22d4,-0.300689948669753,6.463880510882897e-09
