,gene,score,p-value
4258,Gabbr2,-0.39089552527010324,1.3132204179831436e-18
11330,Scn3b,-0.39062317753602993,1.3936723104843285e-18
763,Arpc5,-0.3902117272484306,1.5244999383756414e-18
4433,Dnajc6,-0.3899660222902145,1.608314590147969e-18
17511,Myo5b,-0.38991938487697003,1.6247280552380525e-18
12586,Rnf112,-0.3898603823421272,1.6457296846507171e-18
13212,Atp6v0a1,-0.3898341106420199,1.6551667154516952e-18
8058,Dgat2,-0.3896129666130773,1.736743913209189e-18
2511,Eef1a2,-0.38943621742005136,1.8047788052117714e-18
17106,Nrxn1,-0.3889664241009115,1.9986265723430317e-18
14649,Vti1b,-0.3886276764034622,2.150977560047657e-18
2616,Usp11,-0.3883281613334254,2.295166987525951e-18
10786,Jph4,-0.3878197523973264,2.5620016122478063e-18
15179,Fam49b,-0.3876855260801266,2.6374007456321295e-18
14661,Exd2,-0.3875611881625968,2.7091914242146965e-18
9765,Spock3,-0.3875125407693605,2.737800063367912e-18
1228,Abi1,-0.38744325294226994,2.7790609099995495e-18
15088,Ncald,-0.38733456674584815,2.845019434718712e-18
2043,Itpa,-0.38727361034281044,2.8826839515422623e-18
7233,Nat14,-0.3868127684174618,3.183762796201364e-18
17002,Myl12b,-0.38678157117389045,3.2052278346219783e-18
15442,Sult4a1,-0.3866121208588827,3.324328296056025e-18
3487,Syt11,-0.3862259656930687,3.612253700480834e-18
16230,Ets2,-0.3862011244310857,3.631593780509165e-18
9548,Fbxo25,-0.38584413023037745,3.9210476988824246e-18
16260,Zdhhc14,-0.3858308704240848,3.9322251839558595e-18
4130,Cnr1,-0.38565325924449056,4.085001598489298e-18
14551,Fkbp3,-0.38551939361912296,4.2039952264304506e-18
16975,Vapa,-0.38534804481200946,4.3612955339824714e-18
2098,Macrod2,-0.3849122597198645,4.787918374624775e-18
15694,Ppp1r1a,-0.3847434249589298,4.964017834294604e-18
1760,Syt13,-0.3846815380562453,5.030151055372888e-18
17880,Slc1a1,-0.38466791750312745,5.04482215440905e-18
1255,Rnf208,-0.3846501181233088,5.06405786720853e-18
15720,Ubald1,-0.3843958633766712,5.346837721202152e-18
18005,Cnnm1,-0.38352282834537604,6.441248402417857e-18
17238,Srp19,-0.38348399312269027,6.494741845583772e-18
9294,Nap1l1,-0.3833325888096108,6.707498873764748e-18
18047,Mgea5,-0.38322479083029753,6.863143524718011e-18
16741,Tubb5,-0.3831857391391243,6.920400828160586e-18
8743,Marcks,-0.3829328828315768,7.30267730668678e-18
15207,Adgrb1,-0.3825828232519589,7.866400447386314e-18
10374,Tubb3,-0.38245743502925056,8.078560862103553e-18
13228,Coa3,-0.3822766682282045,8.394364656793758e-18
811,Astn1,-0.38207811393890934,8.755248408911929e-18
1263,Grin1,-0.38192853183465536,9.037161902583559e-18
9237,Plxnc1,-0.3817852193165337,9.315627689961826e-18
15771,Mkl2,-0.38169855597711644,9.48809797074274e-18
17210,Rit2,-0.3816596203426731,9.566603494411511e-18
492,Ramp1,-0.38140441501131545,1.009722623307634e-17
14434,Pxdn,-0.38085199172301387,1.134696431868719e-17
14474,Dgkb,-0.38047191137578334,1.2293941426469808e-17
10259,Gabarapl2,-0.3799148141529102,1.3823983530090792e-17
11538,Cox5a,-0.37958264736655856,1.482383854798772e-17
4437,Sgip1,-0.3795371552618413,1.4966198109599324e-17
6803,Fam19a1,-0.37948142388789297,1.5142433405676812e-17
1721,C1qtnf4,-0.37933598288972487,1.5612022040737524e-17
6165,Fscn1,-0.37924304556676275,1.591956095584356e-17
4658,Meaf6,-0.37916729111220837,1.6174641412539334e-17
5232,Actr3b,-0.37914826257958223,1.6239343414562903e-17
540,Fam174a,-0.37913408424566164,1.628771890936905e-17
2414,Pfdn4,-0.37904609300138703,1.659112397121876e-17
5045,Ajap1,-0.3790206264620046,1.667996838631106e-17
9789,Lzts1,-0.37900161563406526,1.6746595814044616e-17
8613,Lrp11,-0.3786158424378845,1.8156593316742558e-17
2711,Gpr101,-0.37844132301766537,1.883221486544447e-17
5365,Wfs1,-0.3774883505365414,2.298136037226e-17
14061,Clptm1l,-0.3770720412149808,2.5064733550910867e-17
9995,Mast1,-0.3770415811725994,2.5224259719052178e-17
13605,Ryr2,-0.3768027175394459,2.6510344121627474e-17
4883,Fam43b,-0.37643977836693343,2.858883853997373e-17
14113,Mef2c,-0.37640734724754965,2.8782183093360297e-17
2580,B630019K06Rik,-0.3762223992537988,2.9909612602018146e-17
15567,Cacnb3,-0.37610614492069816,3.064040135521042e-17
6109,BC037034,-0.3760476235223703,3.1014889392079786e-17
4176,Dctn3,-0.3760241408125171,3.116642121869152e-17
863,Mpc2,-0.3759994499626785,3.132653421779927e-17
6366,Atp6v1f,-0.3755482863646471,3.43987582417354e-17
7968,Ap3b2,-0.3752816556745302,3.635171444243673e-17
9380,B4galnt1,-0.37483886423993723,3.983849717595018e-17
1299,Gpsm1,-0.37471235187144863,4.089375123841964e-17
16997,Dlgap1,-0.374666141866299,4.128600703794537e-17
519,Kif1a,-0.37461569503385683,4.171845163074438e-17
15790,Ube2v2,-0.37450337915636606,4.269731454100013e-17
10422,Tomm20,-0.3742654454767689,4.484616173493546e-17
16308,Mas1,-0.3740793525123514,4.660060343338255e-17
5895,Arpc3,-0.3740405675298956,4.697466839884574e-17
16823,Dlk2,-0.3739122101973013,4.823379601066142e-17
14450,Gpr22,-0.37352286340749424,5.225958118516083e-17
2676,Rab33a,-0.3735108677542974,5.2388721733382946e-17
1738,1110051M20Rik,-0.3734272933766313,5.329719962437775e-17
12555,Rasd1,-0.37329897135002066,5.472232617595355e-17
9090,Gadd45b,-0.37303635838593335,5.775665602042189e-17
1239,Cacna1b,-0.3729374005392853,5.89424548161623e-17
2081,Tmx4,-0.3728774905240709,5.967194560353517e-17
15812,Ydjc,-0.3728332870512529,6.021586986152622e-17
4807,Sh3bgrl3,-0.37270155736361954,6.186587504393212e-17
10897,Mir124a-1hg,-0.37254406948333363,6.389692649138589e-17
10384,Ccsap,-0.3724634994587662,6.496120505104411e-17
134,Mrpl30,-0.37245626499591716,6.505761594119692e-17
14894,Dync1h1,-0.37233785825010085,6.665571534370409e-17
11408,Dscaml1,-0.37218067827762935,6.883686927993952e-17
3032,Tro,-0.3720662201059663,7.046918112104432e-17
6522,Cycs,-0.37187627231892606,7.326242227778376e-17
10597,Nisch,-0.37186963019133973,7.336204120736409e-17
17144,Usp14,-0.37172633324788384,7.554393258870935e-17
5135,Cdk14,-0.3716383300743824,7.691538652353322e-17
11310,Fez1,-0.3716305299092596,7.703811960020169e-17
14758,Ngb,-0.3714906776956972,7.927160276392506e-17
5214,Agap3,-0.37140203962155555,8.072000807513955e-17
7903,Sv2b,-0.3712180706816055,8.38097092397485e-17
2439,Gnas,-0.3711121875634623,8.564038524370184e-17
9957,Adgrl1,-0.371098697639593,8.587642525821914e-17
12651,Myh10,-0.3710361576432401,8.697910027685134e-17
13940,Spock1,-0.37095946599394497,8.835030135512319e-17
15370,Syngr1,-0.37087376323886767,8.990776334153604e-17
5336,Add1,-0.37075969780001755,9.2022582918294e-17
7461,Sptbn4,-0.37070594186454586,9.303611731378718e-17
15357,Tomm22,-0.3705624322381095,9.579595641469794e-17
9505,Fam155a,-0.37054145053203036,9.620614137681763e-17
7228,Shisa7,-0.3704779665729176,9.745777283516321e-17
