,gene,score,p-value
4978,C1qb,-0.35648706370401706,1.262325520549393e-11
15841,Nptxr,-0.3558558857761655,1.379439990789644e-11
12630,Cnrip1,-0.3550398380380804,1.5466561107675035e-11
9229,Col6a1,-0.35384109174128126,1.828649477162425e-11
4163,Pdp1,-0.35382084917274736,1.8338174590665772e-11
10807,Gng2,-0.3531010176856505,2.0271386774443748e-11
7106,Il17ra,-0.3525944139885307,2.174959562257153e-11
17275,H2-T23,-0.3523542514090241,2.2486570098588515e-11
12631,Ppp3r1,-0.3518325774240873,2.4172234731283715e-11
16248,Snn,-0.3501344344054656,3.055693549132728e-11
3355,Pcdh10,-0.3479794705370007,4.105923658512339e-11
16055,Arf3,-0.3467068217087291,4.8834083936180915e-11
11753,Fxyd6,-0.3458787982889882,5.4643855030796206e-11
5282,Sema3a,-0.3458139299129418,5.512641655943096e-11
6612,Gm10334,-0.34559440060706575,5.679049893760907e-11
11535,Icam5,-0.3435102470192694,7.52307968928868e-11
4919,Cd52,-0.34209769116117494,9.091810399001223e-11
5555,Pcdh7,-0.34198674806473,9.227694190080883e-11
6467,Foxp2,-0.3410135097190571,1.0507590221020168e-10
1802,Mapk8ip1,-0.3406294239687899,1.1058883401680659e-10
6861,Egr4,-0.3393326020701201,1.3136201092717965e-10
17073,Cpne5,-0.33913078907885846,1.3491885691161137e-10
13015,Gas7,-0.3376321149730148,1.644274450396935e-10
9369,Pip5k1c,-0.336638170549655,1.8736635601504519e-10
281,Abi2,-0.33613459926756206,2.0014727103758767e-10
16050,Cacnb3,-0.3344216727765087,2.5029041087318797e-10
11913,Nptn,-0.3331784368173346,2.941311002461604e-10
4600,Rab3b,-0.3328132365667981,3.0837005360690835e-10
1726,Pde1a,-0.3321654160605613,3.352938485766219e-10
10130,Mast3,-0.3320457212868389,3.4051255263253433e-10
12326,Gpx1,-0.3304633202806068,4.173846586009956e-10
7038,Brk1,-0.32932632675832507,4.82774628230141e-10
3771,Atp1a1,-0.3274985327701196,6.092709933125065e-10
5976,Tesc,-0.3239582458628656,9.52061275667101e-10
1795,Dgkz,-0.32382525245964916,9.68051530464899e-10
3295,Gnb4,-0.3233946604539814,1.0216319338663965e-09
15672,Ptk2,-0.3190848120136315,1.74358866078647e-09
4771,Grik3,-0.3188230196327803,1.8006418249639164e-09
18150,Sptbn2,-0.31778798598817504,2.044468169081521e-09
715,Shisa4,-0.3167669681898427,2.3162236723992945e-09
3695,Ensa,-0.31616505943721274,2.4925092934317677e-09
5586,Uchl1,-0.31603346863879855,2.532747206321498e-09
6673,Npy,-0.31590204355367796,2.5735627703737786e-09
5127,Clstn1,-0.3154118471409534,2.7314991421324015e-09
17071,Cdkn1a,-0.3139620716605285,3.2555715554266053e-09
6310,Actb,-0.31384209362502924,3.303064765932319e-09
5553,Stim2,-0.31372534461600404,3.349924059549114e-09
9162,Egr2,-0.3136543362894208,3.3787389441965272e-09
8739,Ifitm2,-0.31279488088899726,3.747126002979266e-09
13436,Nme1,-0.31250343956543375,3.880664580347556e-09
5706,Sept11,-0.3122841097480306,3.984191144552592e-09
17196,C4b,-0.31174552437711517,4.249893080755655e-09
15301,Ifi27,-0.3112640930263428,4.501869662219815e-09
7763,Tyrobp,-0.3094234861144577,5.605528173285972e-09
10455,Atp6v0d1,-0.30887599085245515,5.981566921039417e-09
8748,Hras,-0.3069496052237591,7.508855860783964e-09
2218,Fkbp1a,-0.3055660465208584,8.832106833479581e-09
10612,Gse1,-0.30477458644960187,9.6877618374591e-09
2685,Timp1,-0.3036331789742692,1.106441557008077e-08
13838,Llgl2,-0.30248254175377753,1.2642962325642739e-08
6223,Gnb2,-0.30205919754038174,1.3276867564589336e-08
