,gene,score,p-value
4424,Rab3b,0.31970595719306866,1.2111127066171826e-06
8237,Asphd1,0.3188891556748429,1.2936991022461545e-06
1227,Cacna1b,0.31848993689682176,1.3359951590875552e-06
14407,Rtn1,0.31829077123194766,1.3575868745987366e-06
16927,Wac,0.31793640973007525,1.3968300637031689e-06
12425,Ubb,0.3173224232047761,1.4674027304943245e-06
2638,Slc25a14,0.3168282477325376,1.526664226130114e-06
13362,Aspscr1,0.3166509967187632,1.54847165777734e-06
2708,Pnma3,0.3164631655649533,1.5719052115250062e-06
9533,Gtf2e2,0.31598388934351596,1.6332429553541986e-06
5268,Lrpap1,0.31592185676292445,1.6413469027958473e-06
8822,Zwint,0.3159060335530923,1.6434201856605329e-06
2832,Rtl5,0.3151638925820116,1.7435192392375897e-06
5456,Rufy3,0.3150909036865213,1.7536722594929381e-06
9815,Tecr,0.31493212669683257,1.775953947538457e-06
3236,Maml3,0.31491262708496964,1.778708945795845e-06
9518,Unc5d,0.3146592524754046,1.8148797924315734e-06
11685,Sox14,0.31427971456979814,1.8703772096342677e-06
11910,Scn5a,0.3142037177351558,1.8816826411451287e-06
12710,Nlk,0.3133702889458328,2.010020876904359e-06
6385,Cntnap2,0.31320137037833606,2.0370307806492334e-06
5233,Ywhah,0.31318220729985435,2.0401167123183034e-06
17288,Elac1,0.3131217342215263,2.0498842794161756e-06
17458,Ltbp3,0.3130681280306788,2.058579995918731e-06
12174,Kcnip1,0.3125190411723918,2.1496998069129083e-06
9854,Calr,0.312518014085533,2.149873800155115e-06
6859,Iqsec3,0.31221449661394857,2.201883764092402e-06
8557,Bclaf1,0.3119756824852509,2.2436476084008997e-06
10809,Bmp1,0.31194690687724946,2.24873058718314e-06
7238,Pnmal1,0.31181433257759367,2.2722909445240106e-06
5288,Wfs1,0.3116674598515012,2.2986671382474117e-06
6207,Dlx5,0.31163441482589943,2.304641643857519e-06
16288,Arhgdig,0.31114302390523724,2.3952507218262654e-06
14582,Nrxn3,0.31070858479053337,2.4781781267744036e-06
16024,Wrb,0.3105689537181334,2.505407692611696e-06
7996,Arhgef17,0.3105536327308794,2.5084127553460996e-06
8489,Esr1,0.3103554416302676,2.5475970458690496e-06
2743,Gdi1,0.31028751407794203,2.5611607293158597e-06
3257,Dclk1,0.3098273196448341,2.6548810515016817e-06
5297,Nsg1,0.30952844191191603,2.7174897917696744e-06
