CA1_DG,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[I_V-VIa-VIb]up--(Ccl27a_Ccr10.csv),0.951784222,1.047398236,1.017607742,1.013315191,1.030874379,1.012195954, '++'
IVH_3d-[I_V-VIa-VIb]up--(Gng3_Kcnj6.csv),1.032871778,0.973552602,0.994100494,0.98365582,0.974816925,0.991799524, '+'
PIR_I,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[PIR_I]up--(Apoe_Abca1.csv),0.927166168,1.023157431,0.986398769,1.049815389,1.021600642,1.00162768, '++'
IVH_3d-[PIR_I]up--(Apoe_Ldlr.csv),0.922579848,0.975025849,0.977957245,0.983749699,1.01983395,0.975829318, '+'
IVH_3d-[PIR_I]up--(Apoe_Lrp1.csv),0.939477628,1.008123376,1.022755273,1.117312379,1.071508642,1.031835459, '++'
IVH_3d-[PIR_I]up--(Apoe_Lrp2.csv),1.007216776,0.985397551,0.977965497,0.978588979,1.002252773,0.990284315, '+'
IVH_3d-[PIR_I]up--(Apoe_Lrp5.csv),1.003203262,1.028387043,0.998480243,1.028625886,1.014676784,1.014674644, '++'
IVH_3d-[PIR_I]up--(Apoe_Lrp6.csv),0.939882705,0.99441626,1.026961895,1.05564634,1.076391938,1.018659828, '++'
IVH_3d-[PIR_I]up--(Apoe_Lrp8.csv),0.967040513,1.048583185,1.045937238,1.070623591,1.08835568,1.044108041, '++'
IVH_3d-[PIR_I]up--(Apoe_Scarb1.csv),0.919562815,1.015355878,1.044181347,0.994958988,1.030865376,1.000984881, '++'
IVH_3d-[PIR_I]up--(Apoe_Sdc1.csv),0.969459982,1.020796831,0.998419244,1.005895192,0.970138261,0.992941902, '+'
IVH_3d-[PIR_I]up--(Apoe_Sdc4.csv),0.857987397,1.003211087,0.935434833,1.10248691,1.059904647,0.991804975, '+'
IVH_3d-[PIR_I]up--(Apoe_Sorl1.csv),0.972977232,1.000101122,0.9603696,1.150183163,1.025485778,1.021823379, '++'
IVH_3d-[PIR_I]up--(Apoe_Trem2.csv),0.966071387,1.055170797,1.016936064,1.087707557,1.059879659,1.037153093, '++'
IVH_3d-[PIR_I]up--(Apoe_Vldlr.csv),0.944421291,1.054279533,1.097027436,1.04128164,1.038382471,1.035078474, '++'
IVH_3d-[PIR_I]up--(Clu_Lrp2.csv),0.978834961,0.971946158,0.971083417,0.976195492,0.995557479,0.978723502, '+'
IVH_3d-[PIR_I]up--(Clu_Lrp8.csv),1.048517651,1.072850718,1.098485508,1.09280279,1.109157904,1.084362914, '++'
IVH_3d-[PIR_I]up--(Clu_Vldlr.csv),1.02047506,1.083602642,1.14080271,1.029384455,1.037662788,1.062385531, '++'
IVH_3d-[PIR_I]up--(Col1a2_Cd44.csv),0.970717234,1.014009514,1.047168794,1.039887186,1.007300248,1.015816595, '++'
IVH_3d-[PIR_I]up--(Col1a2_Cd93.csv),1.0191275,1.090233956,1.037086093,1.101662438,1.041490521,1.057920102, '++'
IVH_3d-[PIR_I]up--(Col1a2_Itga2.csv),0.969530682,0.956826957,0.957239978,0.94209359,0.944042207,0.953946683, '+'
IVH_3d-[PIR_I]up--(Col1a2_Itgb1.csv),1.097260096,1.170746987,1.165252013,1.207952691,1.104353289,1.149113016, '++'
IVH_3d-[PIR_I]up--(Cst3_Lrp2.csv),1.004443941,1.004324991,0.994091856,0.969067082,0.99036832,0.992459238, '+'
PIR_V-VIa-VIb,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[PIR_V-VIa-VIb]up--(Col2a1_Mag.csv),1.085344376,1.04165364,1.060139623,1.035808168,1.021829928,1.048955147, '++'
IVH_3d-[PIR_V-VIa-VIb]up--(Col3a1_Mag.csv),1.067174563,0.991305262,0.988384051,0.960926339,0.969324326,0.995422908, '+'
IVH_3d-[PIR_V-VIa-VIb]up--(Col9a1_Mag.csv),1.066538703,1.071611967,1.077629669,1.021693482,1.044086863,1.056312137, '++'
IVH_3d-[PIR_V-VIa-VIb]up--(Col9a2_Mag.csv),0.790241069,0.827219081,0.797565429,0.845640379,0.930513432,0.838235878, '+'
IVH_3d-[PIR_V-VIa-VIb]up--(Col9a3_Mag.csv),0.726002399,0.783965945,0.709303754,0.851463172,0.861565427,0.786460139, '+'
IVH_3d-[PIR_V-VIa-VIb]up--(Lgals3_Mag.csv),0.829763628,0.901128191,0.856078608,0.902415041,0.924481124,0.882773319, '+'
IVH_3d-[PIR_V-VIa-VIb]up--(Trf_Tfr2.csv),0.953566837,0.888398136,0.849007737,0.988939674,0.973230514,0.93062858, '+'
IVH_3d-[PIR_V-VIa-VIb]up--(Trf_Tfrc.csv),0.71951308,0.750664631,0.639923193,0.728611779,0.751669084,0.718076353, '+'
TH_CA1,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[TH_CA1]up--(Adcyap1_Ramp3.csv),1.021768893,1.010038658,0.992904075,1.038258177,1.035421056,1.019678172, '++'
IVH_3d-[TH_CA1]up--(Adm2_Ramp3.csv),1,0.971841311,1,1,1,0.994368262, '+'
IVH_3d-[TH_CA1]up--(Cck_Cckar.csv),0.927870627,0.944289014,0.982377972,0.934059122,0.942127627,0.946144872, '+'
IVH_3d-[TH_CA1]up--(Cck_Cckbr.csv),0.833420893,0.765224688,0.767299599,0.761629095,0.872405132,0.799995882, '+'
IVH_3d-[TH_CA1]up--(Iapp_Ramp3.csv),1,1,1,1,1,1, '++'
IVH_3d-[TH_CA1]up--(Vip_Ramp3.csv),1.088761655,0.961915975,0.953385427,1.001363662,0.959342129,0.99295377, '+'
VL_CA3,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[VL_CA3]up--(Calm2_Adcy8.csv),0.95520274,0.813961981,1.070298874,0.929612606,1.086451894,0.971105619, '+'
IVH_3d-[VL_CA3]up--(Calm2_Cacna1c.csv),1.169432308,1.133379992,1.271477989,1.101091116,1.257929526,1.186662186, '++'
IVH_3d-[VL_CA3]up--(Calm2_Grm7.csv),1.052977105,1.042620347,1.170727239,1.047830276,1.110887151,1.085008424, '++'
IVH_3d-[VL_CA3]up--(Calm2_Kcnq3.csv),1.031825598,1.03878295,1.124652681,1.065888476,1.111630031,1.074555947, '++'
IVH_3d-[VL_CA3]up--(Calm2_Mylk.csv),1.171630902,1.079986532,1.205338939,1.025943499,1.215888209,1.139757616, '++'
IVH_3d-[VL_CA3]up--(Calm2_Scn10a.csv),0.985465996,0.981339559,0.962517899,0.957208055,1.005595633,0.978425428, '+'
IVH_3d-[VL_CA3]up--(Calm2_Scn4a.csv),1,1,1,1,1,1, '++'
IVH_3d-[VL_CA3]up--(Calm2_Trpc5.csv),0.96208872,1.003477295,0.989866554,0.99717541,0.993926696,0.989306935, '+'
IVH_3d-[VL_CA3]up--(Nptx1_Nptxr.csv),1.532598084,1.416877283,1.548339492,1.288223096,1.486450887,1.454497769, '++'
IVH_3d-[VL_CA3]up--(Nptx2_Nptxr.csv),1.168070052,1.085539345,1.247137078,1.048398475,1.273409507,1.164510891, '++'
VL_COA,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[VL_COA]up--(Calm1_Adcy8.csv),1.052269192,1.054130634,1.225431138,1.095779756,1.148026482,1.115127441, '++'
IVH_3d-[VL_COA]up--(Calm1_Cacna1c.csv),1.194221681,1.157383589,1.280846664,1.104763784,1.249672367,1.197377617, '++'
IVH_3d-[VL_COA]up--(Calm1_Cnga2.csv),0.984766867,0.963924964,0.97533693,1.171191118,1.01489906,1.022023788, '++'
IVH_3d-[VL_COA]up--(Calm1_Fas.csv),0.998702454,1.009607144,1.030553315,1.019478763,1.007226792,1.013113694, '++'
IVH_3d-[VL_COA]up--(Calm1_Grm4.csv),0.942966382,0.951582243,0.982634935,0.959689838,0.926288436,0.952632367, '+'
IVH_3d-[VL_COA]up--(Calm1_Kcnn4.csv),1.003636727,1.015963483,0.98993038,1.061680248,0.961337778,1.006509723, '++'
IVH_3d-[VL_COA]up--(Calm1_Kcnq1.csv),0.983772777,0.977345141,1.057344959,0.987829445,1.000144061,1.001287277, '++'
IVH_3d-[VL_COA]up--(Calm1_Kcnq3.csv),0.962435221,1.012247688,1.049247578,0.894538606,1.069915855,0.99767699, '+'
IVH_3d-[VL_COA]up--(Calm1_Mip.csv),0.968002013,0.963909521,0.98571167,1,1,0.983524641, '+'
IVH_3d-[VL_COA]up--(Calm1_Mylk.csv),1.183425937,1.204113094,1.267708187,0.99188158,1.233642357,1.176154231, '++'
IVH_3d-[VL_COA]up--(Calm1_Oprm1.csv),0.986273274,0.96212201,0.964166827,1.030352827,1,0.988582988, '+'
IVH_3d-[VL_COA]up--(Calm1_Scn10a.csv),0.987550644,0.958775207,0.997451187,1.012095005,1.04934961,1.001044331, '++'
IVH_3d-[VL_COA]up--(Calm1_Scn4a.csv),1,1,1,1,1,1, '++'
IVH_3d-[VL_COA]up--(Calm1_Sell.csv),0.977380258,0.955810852,0.949194595,1.030950769,1,0.982667295, '+'
IVH_3d-[VL_COA]up--(Calm1_Trpc5.csv),0.966322038,0.993616795,1.049483823,1.019512195,1.002254579,1.006237886, '++'
IVH_3d-[VL_COA]up--(Calm2_Adcy8.csv),1.027479841,1.04390196,1.205623007,1.137720583,1.148081879,1.112561454, '++'
IVH_3d-[VL_COA]up--(Calm2_Cacna1c.csv),1.162029444,1.158720266,1.242575642,1.129352003,1.238994783,1.186334428, '++'
IVH_3d-[VL_COA]up--(Calm2_Grm7.csv),1.058575279,1.035213132,1.161217461,1.09331487,1.08666929,1.086998006, '++'
IVH_3d-[VL_COA]up--(Calm2_Kcnq3.csv),0.932739609,1.015409978,1.045970149,0.925649193,1.078951615,0.999744109, '+'
IVH_3d-[VL_COA]up--(Calm2_Mylk.csv),1.161895234,1.201444713,1.25023405,0.988887967,1.228240554,1.166140503, '++'
IVH_3d-[VL_COA]up--(Calm2_Scn10a.csv),0.983921256,0.965256278,0.998409476,1.007889117,1.046430205,1.000381266, '++'
IVH_3d-[VL_COA]up--(Calm2_Scn4a.csv),1,1,1,1,1,1, '++'
IVH_3d-[VL_COA]up--(Calm2_Trpc5.csv),0.956504443,0.998226619,1.0476253,1.01330925,0.99586654,1.002306431, '++'
IVH_3d-[VL_COA]up--(Cx3cl1_Cx3cr1.csv),0.990182097,0.986333928,1.040820006,0.944290576,1.069091948,1.006143711, '++'
IVH_3d-[VL_COA]up--(Cx3cl1_Itga4.csv),1.036842947,1.039668564,1.097494617,1.100274198,1.128450553,1.080546176, '++'
IVH_3d-[VL_COA]up--(Cx3cl1_Itgav.csv),0.83479661,0.985889244,1.051801029,0.993912636,1.112494355,0.995778775, '+'
IVH_3d-[VL_COA]up--(Cx3cl1_Itgb1.csv),0.931213168,0.992832709,1.007791617,0.973925926,1.063699179,0.99389252, '+'
IVH_3d-[VL_COA]up--(Cx3cl1_Itgb3.csv),0.982535196,1.023766323,0.996826786,1.046216096,1.016627681,1.013194416, '++'
IVH_3d-[VL_COA]up--(Nptx1_Nptxr.csv),1.507659862,1.45854541,1.50608972,1.372559231,1.489997365,1.466970318, '++'
IVH_3d-[VL_COA]up--(Nptx2_Nptxr.csv),1.159905898,1.16656687,1.30062874,1.16611155,1.304616678,1.219565947, '++'
IVH_3d-[VL_COA]up--(Omg_Lingo1.csv),0.993100876,1.067785503,1.086775625,0.927791061,1.113710602,1.037832733, '++'
IVH_3d-[VL_COA]up--(Rtn4_Lingo1.csv),0.754491678,0.900386352,0.958580273,0.831013008,1.014749947,0.891844252, '+'
VL_cpd,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[VL_cpd]up--(Apoe_Abca1.csv),1.151569469,1.069460368,1.071431222,1.287420664,1.154918701,1.146960085, '++'
IVH_3d-[VL_cpd]up--(Apoe_Ldlr.csv),1.090187938,1.063765736,1.000535705,1.222550791,1.104513574,1.096310749, '++'
IVH_3d-[VL_cpd]up--(Apoe_Lrp1.csv),1.030911739,0.980618116,0.96462277,1.093442375,1.089717829,1.031862566, '++'
IVH_3d-[VL_cpd]up--(Apoe_Lrp2.csv),1.013989533,0.996804862,1.025143342,1.021021021,1.012639713,1.013919694, '++'
IVH_3d-[VL_cpd]up--(Apoe_Lrp5.csv),1.020319423,1.003734061,1.00255206,1.059404436,1.028174875,1.022836971, '++'
IVH_3d-[VL_cpd]up--(Apoe_Lrp6.csv),1.155922201,1.086955572,1.118025944,1.289735099,1.158173574,1.161762478, '++'
IVH_3d-[VL_cpd]up--(Apoe_Lrp8.csv),1.140164519,1.04415813,1.066252013,1.17768595,1.136693793,1.112990881, '++'
IVH_3d-[VL_cpd]up--(Apoe_Scarb1.csv),1.082317227,1.076911025,1.035414697,1.173245614,1.111252816,1.095828276, '++'
IVH_3d-[VL_cpd]up--(Apoe_Sdc1.csv),1.048308742,0.985916746,0.975148059,1.048941921,1.024426418,1.016548377, '++'
IVH_3d-[VL_cpd]up--(Apoe_Sdc4.csv),1.12393835,1.107020666,1.026142085,1.281695076,1.141134622,1.13598616, '++'
IVH_3d-[VL_cpd]up--(Apoe_Sorl1.csv),1.033463612,1.023989435,1.023609175,1.045692113,1.085329049,1.042416677, '++'
IVH_3d-[VL_cpd]up--(Apoe_Trem2.csv),1.071079147,1.083707873,1.027715589,1.320525425,1.144239652,1.129453537, '++'
IVH_3d-[VL_cpd]up--(Apoe_Vldlr.csv),1.183281504,1.046098298,1.119442962,1.356997374,1.236754916,1.188515011, '++'
IVH_3d-[VL_cpd]up--(C3_Cd81.csv),0.951869439,0.927246704,0.960779137,1.141283048,1.038451346,1.003925935, '++'
IVH_3d-[VL_cpd]up--(Clu_Lrp2.csv),1.045183052,1.015849569,1.061446381,1.054943994,1.028428957,1.041170391, '++'
IVH_3d-[VL_cpd]up--(Clu_Lrp8.csv),1.042677527,0.974137826,1.054083331,1.242231011,1.137694515,1.090164842, '++'
IVH_3d-[VL_cpd]up--(Clu_Vldlr.csv),1.08488791,0.987633879,1.130134217,1.440324231,1.22365746,1.17332754, '++'
IVH_3d-[VL_cpd]up--(Col2a1_Mag.csv),0.970830767,0.954487347,1.014083357,1.0079654,1.047058936,0.998885161, '+'
IVH_3d-[VL_cpd]up--(Col3a1_Mag.csv),1.01689259,0.972044382,1.019377865,1.162472565,1.129370947,1.06003167, '++'
IVH_3d-[VL_cpd]up--(Col9a1_Mag.csv),1.026613982,0.975028717,1.012404169,1.072952153,1.041986627,1.02579713, '++'
IVH_3d-[VL_cpd]up--(Col9a2_Mag.csv),0.928113734,0.98951497,0.924172958,1.125170416,0.994470572,0.99228853, '+'
IVH_3d-[VL_cpd]up--(Col9a3_Mag.csv),1.115213607,1.229816761,1.181234486,1.684644929,1.239998396,1.290181636, '++'
IVH_3d-[VL_cpd]up--(Gpc3_Cd81.csv),0.991571778,0.943970736,0.976473785,1.046985416,1.017460913,0.995292525, '+'
IVH_3d-[VL_cpd]up--(Lgals3_Mag.csv),0.926592477,0.998143285,0.937783375,1.263762701,1.132864669,1.051829302, '++'
IVH_3d-[VL_cpd]up--(Trf_Tfr2.csv),0.951586649,1.067772623,0.907957753,1.002346352,0.958003991,0.977533474, '+'
IVH_3d-[VL_cpd]up--(Trf_Tfrc.csv),0.956921346,1.090018551,1.003726335,1.372556788,1.017248742,1.088094353, '++'
VL_CTXsp,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[VL_CTXsp]up--(Calm1_Adcy8.csv),1.052269192,0.770081858,1.225431138,1.134701902,1.148026482,1.066102115, '++'
IVH_3d-[VL_CTXsp]up--(Calm1_Cacna1c.csv),1.194221681,0.887599483,1.280846664,1.19861546,1.249672367,1.162191131, '++'
IVH_3d-[VL_CTXsp]up--(Calm1_Cnga2.csv),0.984766867,0.965900933,0.97533693,0.986044214,1.01489906,0.985389601, '+'
IVH_3d-[VL_CTXsp]up--(Calm1_Fas.csv),0.998702454,0.98381371,1.030553315,0.948285102,1.007226792,0.993716275, '+'
IVH_3d-[VL_CTXsp]up--(Calm1_Grm4.csv),0.942966382,0.84712156,0.982634935,0.982094992,0.926288436,0.936221261, '+'
IVH_3d-[VL_CTXsp]up--(Calm1_Kcnn4.csv),1.003636727,1.0585672,0.98993038,1.006340018,0.961337778,1.003962421, '++'
IVH_3d-[VL_CTXsp]up--(Calm1_Kcnq1.csv),0.983772777,0.979368063,1.057344959,1.033013321,1.000144061,1.010728636, '++'
IVH_3d-[VL_CTXsp]up--(Calm1_Kcnq3.csv),0.962435221,0.843823228,1.049247578,1.168956795,1.069915855,1.018875735, '++'
IVH_3d-[VL_CTXsp]up--(Calm1_Mip.csv),0.968002013,0.960136141,0.98571167,1,1,0.982769965, '+'
IVH_3d-[VL_CTXsp]up--(Calm1_Mylk.csv),1.183425937,0.932522646,1.267708187,1.280657789,1.233642357,1.179591383, '++'
IVH_3d-[VL_CTXsp]up--(Calm1_Oprm1.csv),0.986273274,0.982478995,0.964166827,0.994791361,1,0.985542091, '+'
IVH_3d-[VL_CTXsp]up--(Calm1_Scn10a.csv),0.987550644,0.993795184,0.997451187,1.012597286,1.04934961,1.008148782, '++'
IVH_3d-[VL_CTXsp]up--(Calm1_Scn4a.csv),1,1,1,1,1,1, '++'
IVH_3d-[VL_CTXsp]up--(Calm1_Sell.csv),0.977380258,0.976860891,0.949194595,0.962034667,1,0.973094082, '+'
IVH_3d-[VL_CTXsp]up--(Calm1_Trpc5.csv),0.966322038,0.967163028,1.049483823,1.047953358,1.002254579,1.006635365, '++'
IVH_3d-[VL_CTXsp]up--(Calm2_Adcy8.csv),1.027479841,0.757037516,1.205623007,1.163492108,1.148081879,1.06034287, '++'
IVH_3d-[VL_CTXsp]up--(Calm2_Cacna1c.csv),1.162029444,0.900149705,1.242575642,1.214665429,1.238994783,1.151683, '++'
IVH_3d-[VL_CTXsp]up--(Calm2_Grm7.csv),1.058575279,0.85448689,1.161217461,1.189377614,1.08666929,1.070065307, '++'
IVH_3d-[VL_CTXsp]up--(Calm2_Kcnq3.csv),0.932739609,0.864747126,1.045970149,1.17583174,1.078951615,1.019648048, '++'
IVH_3d-[VL_CTXsp]up--(Calm2_Mylk.csv),1.161895234,0.938666867,1.25023405,1.286479712,1.228240554,1.173103283, '++'
IVH_3d-[VL_CTXsp]up--(Calm2_Scn10a.csv),0.983921256,1.010978525,0.998409476,1.006534773,1.046430205,1.009254847, '++'
IVH_3d-[VL_CTXsp]up--(Calm2_Scn4a.csv),1,1,1,1,1,1, '++'
IVH_3d-[VL_CTXsp]up--(Calm2_Trpc5.csv),0.956504443,0.985734628,1.0476253,1.040053482,0.99586654,1.005156879, '++'
IVH_3d-[VL_CTXsp]up--(Cx3cl1_Cx3cr1.csv),0.990182097,0.859493546,1.040820006,1.080534392,1.069091948,1.008024398, '++'
IVH_3d-[VL_CTXsp]up--(Cx3cl1_Itga4.csv),1.036842947,0.879627296,1.097494617,1.140837302,1.128450553,1.056650543, '++'
IVH_3d-[VL_CTXsp]up--(Cx3cl1_Itgav.csv),0.83479661,0.817261226,1.051801029,1.1876366,1.112494355,1.000797964, '++'
IVH_3d-[VL_CTXsp]up--(Cx3cl1_Itgb1.csv),0.931213168,0.850501899,1.007791617,1.127113317,1.063699179,0.996063836, '+'
IVH_3d-[VL_CTXsp]up--(Cx3cl1_Itgb3.csv),0.982535196,0.980895037,0.996826786,0.965936994,1.016627681,0.988564339, '+'
IVH_3d-[VL_CTXsp]up--(Nptx1_Nptxr.csv),1.507659862,1.224517098,1.50608972,1.415032592,1.489997365,1.428659327, '++'
IVH_3d-[VL_CTXsp]up--(Nptx2_Nptxr.csv),1.159905898,0.916293984,1.30062874,1.441539114,1.304616678,1.224596883, '++'
IVH_3d-[VL_CTXsp]up--(Rtn4_Cntnap1.csv),0.708541511,0.77331717,0.79211094,0.969878841,0.873512986,0.82347229, '+'
IVH_3d-[VL_CTXsp]up--(Rtn4_Lingo1.csv),0.754491678,0.776644359,0.958580273,1.173643751,1.014749947,0.935622002, '+'
IVH_3d-[VL_CTXsp]up--(Rtn4_Ngfr.csv),1.079755594,1.02799417,1.037746203,1.060634304,1.063811687,1.053988391, '++'
IVH_3d-[VL_CTXsp]up--(Rtn4_Rtn4r.csv),0.735422555,0.755996069,0.91504795,1.091065362,0.958075571,0.891121501, '+'
IVH_3d-[VL_CTXsp]up--(Rtn4_Rtn4rl2.csv),1.108168411,1.058720242,1.043848441,1,1.027484706,1.04764436, '++'
IVH_3d-[VL_CTXsp]up--(Rtn4_S1pr2.csv),0.98384675,0.98702017,1.000491717,1.045964658,1.010528889,1.005570437, '++'
VL_fxs,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[VL_fxs]up--(Adam17_Cd9.csv),1.344236461,1.190075006,1.278546083,1.560503022,1.05494129,1.285660372, '++'
IVH_3d-[VL_fxs]up--(Adam2_Cd9.csv),1,1,1.006812583,1,1.059118894,1.013186295, '++'
IVH_3d-[VL_fxs]up--(Adam3_Cd9.csv),1.03492914,1,1.006607778,1,1,1.008307384, '++'
IVH_3d-[VL_fxs]up--(Amelx_Cd63.csv),1,1,1,1,1,1, '++'
IVH_3d-[VL_fxs]up--(Calm2_Adcy8.csv),0.916721953,0.897238688,1.058100898,0.859222307,1.148081879,0.975873145, '+'
IVH_3d-[VL_fxs]up--(Calm2_Cacna1c.csv),1.005975899,0.930525213,1.08155499,0.809270705,1.238994783,1.013264318, '++'
IVH_3d-[VL_fxs]up--(Calm2_Grm7.csv),0.932642252,0.926775239,1.036032685,0.830031115,1.08666929,0.962430116, '+'
IVH_3d-[VL_fxs]up--(Calm2_Kcnq3.csv),0.820521285,1.02449037,0.942526343,0.870624826,1.078951615,0.947422888, '+'
IVH_3d-[VL_fxs]up--(Calm2_Mylk.csv),1.064525893,0.945047675,1.119852305,0.8403393,1.228240554,1.039601145, '++'
IVH_3d-[VL_fxs]up--(Calm2_Scn10a.csv),0.980335963,0.972103548,0.987139601,1.002403328,1.046430205,0.997682529, '+'
IVH_3d-[VL_fxs]up--(Calm2_Scn4a.csv),1,1,1,1,1,1, '++'
IVH_3d-[VL_fxs]up--(Calm2_Trpc5.csv),0.961368305,0.966303305,1.031286691,0.986522867,0.99586654,0.988269542, '+'
IVH_3d-[VL_fxs]up--(Cck_Cckar.csv),0.987176659,0.94709647,0.965155155,0.968608213,0.997256088,0.973058517, '+'
IVH_3d-[VL_fxs]up--(Cck_Cckbr.csv),0.871475438,0.838997927,1.040253626,0.966382336,1.137619816,0.970945828, '+'
IVH_3d-[VL_fxs]up--(Ctsd_Lrp1.csv),1.316142409,1.201555002,1.283595069,1.555275346,1.14209872,1.299733309, '++'
IVH_3d-[VL_fxs]up--(Hbegf_Cd9.csv),1.169468831,1.122613944,1.144587233,1.252251468,1.013354795,1.140455254, '++'
IVH_3d-[VL_fxs]up--(Izumo1_Cd9.csv),0.980645083,1,1,1,1,0.996129017, '+'
IVH_3d-[VL_fxs]up--(Timp1_Cd63.csv),1.65985182,1.507496313,1.534603932,2.220316218,1.01445778,1.587345213, '++'
IVH_3d-[VL_fxs]up--(Trf_Tfr2.csv),1.058355267,1.154404031,1.005684782,1.167236748,0.93977294,1.065090754, '++'
IVH_3d-[VL_fxs]up--(Trf_Tfrc.csv),1.086974184,1.074849768,0.9158162,1.383181037,0.790201728,1.050204583, '++'
IVH_3d-[VL_fxs]up--(Vim_Cd44.csv),1.632273037,1.507009779,1.467842533,2.030691567,1.017611802,1.531085744, '++'
VL_HY,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[VL_HY]up--(C3_Cd81.csv),0.972559102,1.004797139,0.96289093,0.948387066,1.000324879,0.977791823, '+'
IVH_3d-[VL_HY]up--(Fyn_Thy1.csv),1.069328378,0.830947838,1.013733084,0.754094335,0.951556424,0.923932012, '+'
IVH_3d-[VL_HY]up--(Gal_Galr1.csv),0.975437273,0.953786906,0.997916134,0.849020361,0.978290275,0.95089019, '+'
IVH_3d-[VL_HY]up--(Gal_Galr2.csv),1,1.003440736,1.092334142,1,1,1.019154976, '++'
IVH_3d-[VL_HY]up--(Gal_Gpr151.csv),0.985746767,0.938788535,0.996173259,0.859101149,0.983968417,0.952755625, '+'
IVH_3d-[VL_HY]up--(Gpc3_Cd81.csv),1.005348714,1.117359258,1.127945996,1.127602497,0.974218929,1.070495079, '++'
VL_HYL,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[VL_HYL]up--(Il16_Kcnj10.csv),0.997409168,1.072017997,0.98102059,0.97194318,1.00253766,1.004985719, '++'
VL_I,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[VL_I]up--(Nlgn1_Nrxn1.csv),1.135617605,0.942034697,1.260524046,0.960287393,1.134938881,1.086680524, '++'
IVH_3d-[VL_I]up--(Nlgn2_Nrxn1.csv),1.12349579,0.947439587,1.216160483,0.985077402,1.064773699,1.067389392, '++'
IVH_3d-[VL_I]up--(Nlgn3_Nrxn1.csv),1.139744867,0.929621612,1.17791584,1.014693257,1.124985517,1.077392219, '++'
IVH_3d-[VL_I]up--(Nptx1_Nptxr.csv),1.44625952,1.186526631,1.450102052,1.113102489,1.352285628,1.309655264, '++'
IVH_3d-[VL_I]up--(Nptx2_Nptxr.csv),1.242089185,1.024569391,1.332233434,1.162011995,1.223304123,1.196841625, '++'
IVH_3d-[VL_I]up--(Nxph1_Nrxn1.csv),1.077805066,0.94205897,1.121391261,0.875350895,1.09189542,1.021700322, '++'
IVH_3d-[VL_I]up--(Nxph2_Nrxn1.csv),1.185826971,0.966081298,1.198332331,1.016310201,1.097954502,1.092901061, '++'
IVH_3d-[VL_I]up--(Nxph3_Nrxn1.csv),0.927227078,0.847319704,0.935917623,0.856971012,0.87237581,0.887962245, '+'
IVH_3d-[VL_I]up--(Ptn_Alk.csv),0.997914778,1,1,1,1,0.999582956, '+'
IVH_3d-[VL_I]up--(Ptn_Nrp1.csv),1.048452954,1.056905575,1.031666504,1.052197507,1.002307869,1.038306082, '++'
IVH_3d-[VL_I]up--(Ptn_Ptprb.csv),1.094372879,1.089766136,1.114564566,1.188146491,1.080836959,1.113537406, '++'
IVH_3d-[VL_I]up--(Ptn_Ptprz1.csv),1.177443898,1.173846609,1.216080802,1.261750771,1.188307488,1.203485914, '++'
IVH_3d-[VL_I]up--(Ptn_Sdc1.csv),1.034689781,1.050080716,1.029285223,0.997078115,0.999752419,1.022177251, '++'
IVH_3d-[VL_I]up--(Ptn_Sdc2.csv),1.139566591,1.097493392,1.201298613,1.166773738,1.164140786,1.153854624, '++'
IVH_3d-[VL_I]up--(Ptn_Sdc4.csv),1.090317665,1.183910636,1.055185464,1.277769891,1.10015425,1.141467581, '++'
IVH_3d-[VL_I]up--(Sema3c_Plxnd1.csv),1.08058162,1.005472838,1.199591622,1.059069717,1.066818905,1.08230694, '++'
