CA1_DG,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[VL_I]up--(Sema3e_Plxnd1.csv),0.965311853,0.963202541,1.079966773,0.961608453,0.968065427,0.987631009, '+'
IVH_3d-[VL_I]up--(Sema4a_Plxnd1.csv),1.179995675,0.944922217,1.289143291,1.108692347,1.213475272,1.14724576, '++'
IVH_3d-[VL_I]up--(Sytl3_Nrxn1.csv),1.04952231,1.048922721,1.145660894,1.029808895,1.06180227,1.067143418, '++'
VL_PIR,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[VL_PIR]up--(Calm1_Adcy8.csv),1.135030137,1.052527517,1.285175424,1.012074725,1.133181227,1.123597806, '++'
IVH_3d-[VL_PIR]up--(Calm1_Cacna1c.csv),1.248541597,1.088233498,1.312405813,1.061270725,1.230035593,1.188097445, '++'
IVH_3d-[VL_PIR]up--(Calm1_Cnga2.csv),0.994914926,1.005952381,0.999146077,0.989518627,1.001714173,0.998249237, '+'
IVH_3d-[VL_PIR]up--(Calm1_Fas.csv),1.034079618,0.998186142,1.045957091,1.000243314,1.013802214,1.018453676, '++'
IVH_3d-[VL_PIR]up--(Calm1_Grm4.csv),1.039490818,0.976390295,1.037399981,1.059942757,0.936035838,1.009851938, '++'
IVH_3d-[VL_PIR]up--(Calm1_Kcnn4.csv),0.998919317,1.00738104,0.985864958,1.016399582,0.973934221,0.996499824, '+'
IVH_3d-[VL_PIR]up--(Calm1_Kcnq1.csv),0.972497573,1.002952102,1.068299345,0.988529176,0.982263434,1.002908326, '++'
IVH_3d-[VL_PIR]up--(Calm1_Kcnq3.csv),1.133908909,1.086605013,1.164225813,1.160247918,1.131551156,1.135307762, '++'
IVH_3d-[VL_PIR]up--(Calm1_Mip.csv),0.946546449,0.949576737,0.963985173,1,1,0.972021672, '+'
IVH_3d-[VL_PIR]up--(Calm1_Mylk.csv),1.219214355,1.098995902,1.332308823,0.983364689,1.228704643,1.172517683, '++'
IVH_3d-[VL_PIR]up--(Calm1_Oprm1.csv),0.964412731,0.986301217,0.979878533,0.98970426,1,0.984059348, '+'
IVH_3d-[VL_PIR]up--(Calm1_Scn10a.csv),1.00871329,1.014064852,1.069598051,1.090389147,1.01956979,1.040467026, '++'
IVH_3d-[VL_PIR]up--(Calm1_Scn4a.csv),1,1,1,1,1,1, '++'
IVH_3d-[VL_PIR]up--(Calm1_Sell.csv),0.955716827,0.970787303,0.940852042,0.990278612,1,0.971526957, '+'
IVH_3d-[VL_PIR]up--(Calm1_Trpc5.csv),0.962507425,0.977858305,1.013135433,0.979291302,0.977450229,0.982048539, '+'
IVH_3d-[VL_PIR]up--(Calm2_Adcy8.csv),1.141013646,1.069552719,1.279343075,1.028156794,1.145668075,1.132746862, '++'
IVH_3d-[VL_PIR]up--(Calm2_Cacna1c.csv),1.251983062,1.121918925,1.293594942,1.09005184,1.230583031,1.19762636, '++'
IVH_3d-[VL_PIR]up--(Calm2_Grm7.csv),1.218527598,1.145416716,1.257453708,1.164264692,1.138160918,1.184764726, '++'
IVH_3d-[VL_PIR]up--(Calm2_Kcnq3.csv),1.139837907,1.123856065,1.177924546,1.193852483,1.139289421,1.154952084, '++'
IVH_3d-[VL_PIR]up--(Calm2_Mylk.csv),1.224567571,1.124961121,1.329471595,0.991360749,1.227493959,1.179570999, '++'
IVH_3d-[VL_PIR]up--(Calm2_Scn10a.csv),1.006421628,1.025365992,1.073007468,1.087936476,1.018759457,1.042298204, '++'
IVH_3d-[VL_PIR]up--(Calm2_Scn4a.csv),1,1,1,1,1,1, '++'
IVH_3d-[VL_PIR]up--(Calm2_Trpc5.csv),0.957537317,0.983427523,1.011706053,0.97333307,0.970014698,0.979203732, '+'
IVH_3d-[VL_PIR]up--(Cx3cl1_Cx3cr1.csv),1.098159803,1.069798716,1.115469746,1.088865937,1.077731742,1.090005189, '++'
IVH_3d-[VL_PIR]up--(Cx3cl1_Itga4.csv),1.104072838,1.079435186,1.222180398,0.956437814,1.117352075,1.095895662, '++'
IVH_3d-[VL_PIR]up--(Cx3cl1_Itgav.csv),1.017736509,1.098456629,1.178342665,1.047216195,1.1321464,1.09477968, '++'
IVH_3d-[VL_PIR]up--(Cx3cl1_Itgb1.csv),1.071551965,1.058687241,1.097258686,1.037232704,1.084834194,1.069912958, '++'
IVH_3d-[VL_PIR]up--(Cx3cl1_Itgb3.csv),1.006308706,1.030856861,1.029214484,1.080335266,0.997607694,1.028864602, '++'
IVH_3d-[VL_PIR]up--(Rtn4_Cntnap1.csv),0.92854481,1.00677339,0.976438242,1.088867411,0.951875091,0.990499789, '+'
IVH_3d-[VL_PIR]up--(Rtn4_Lingo1.csv),1.126880393,1.19853221,1.245688717,1.314439549,1.146075113,1.206323196, '++'
IVH_3d-[VL_PIR]up--(Rtn4_Ngfr.csv),1.004198043,1.041503103,1.014804778,1.050137902,1.031056085,1.028339982, '++'
IVH_3d-[VL_PIR]up--(Rtn4_Rtn4r.csv),1.060785419,1.13415664,1.156189842,1.214187783,1.061983127,1.125460562, '++'
IVH_3d-[VL_PIR]up--(Rtn4_Rtn4rl2.csv),1.056344171,1.005310779,1.028081504,1,1.005337402,1.019014771, '++'
IVH_3d-[VL_PIR]up--(Rtn4_S1pr2.csv),1.027230732,1.026770748,0.99330241,1.146317596,1.037165376,1.046157372, '++'
VL_V-VIa-VIb,'IVH_3d_110', 'IVH_3d_130', 'IVH_3d_150', 'IVH_3d_20', 'IVH_3d_50', 'AVG', 'strength'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Adcy8.csv),1.052269192,0.770081858,1.225431138,0.699025011,1.148026482,0.978966736, '+'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Cacna1c.csv),1.194221681,0.887599483,1.280846664,0.614600732,1.249672367,1.045388185, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Cnga2.csv),0.984766867,0.965900933,0.97533693,1.172671764,1.01489906,1.022715111, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Fas.csv),0.998702454,0.98381371,1.030553315,1.056929003,1.007226792,1.015445055, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Grm4.csv),0.942966382,0.84712156,0.982634935,0.985604808,0.926288436,0.936923224, '+'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Kcnn4.csv),1.003636727,1.0585672,0.98993038,1.132393907,0.961337778,1.029173198, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Kcnq1.csv),0.983772777,0.979368063,1.057344959,1.109682614,1.000144061,1.026062495, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Kcnq3.csv),0.962435221,0.843823228,1.049247578,0.624351435,1.069915855,0.909954664, '+'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Mip.csv),0.968002013,0.960136141,0.98571167,1,1,0.982769965, '+'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Mylk.csv),1.183425937,0.932522646,1.267708187,0.702547432,1.233642357,1.063969312, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Oprm1.csv),0.986273274,0.982478995,0.964166827,1.177546089,1,1.022093037, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Scn10a.csv),0.987550644,0.993795184,0.997451187,1.145113206,1.04934961,1.034651966, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Scn4a.csv),1,1,1,1,1,1, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Sell.csv),0.977380258,0.976860891,0.949194595,1.17822945,1,1.016333039, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm1_Trpc5.csv),0.966322038,0.967163028,1.049483823,1.165156794,1.002254579,1.030076052, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm2_Adcy8.csv),1.027479841,0.757037516,1.205623007,0.687942785,1.148081879,0.965233006, '+'
IVH_3d-[VL_V-VIa-VIb]up--(Calm2_Cacna1c.csv),1.162029444,0.900149705,1.242575642,0.589028605,1.238994783,1.026555636, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm2_Grm7.csv),1.058575279,0.85448689,1.161217461,0.731243063,1.08666929,0.978438397, '+'
IVH_3d-[VL_V-VIa-VIb]up--(Calm2_Kcnq3.csv),0.932739609,0.864747126,1.045970149,0.623238533,1.078951615,0.909129406, '+'
IVH_3d-[VL_V-VIa-VIb]up--(Calm2_Mylk.csv),1.161895234,0.938666867,1.25023405,0.651032095,1.228240554,1.04601376, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm2_Scn10a.csv),0.983921256,1.010978525,0.998409476,1.13656599,1.046430205,1.03526109, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm2_Scn4a.csv),1,1,1,1,1,1, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Calm2_Trpc5.csv),0.956504443,0.985734628,1.0476253,1.158067714,0.99586654,1.028759725, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Cx3cl1_Cx3cr1.csv),0.990182097,0.859493546,1.040820006,0.804380208,1.069091948,0.952793561, '+'
IVH_3d-[VL_V-VIa-VIb]up--(Cx3cl1_Itga4.csv),1.036842947,0.879627296,1.097494617,0.979364946,1.128450553,1.024356072, '++'
IVH_3d-[VL_V-VIa-VIb]up--(Cx3cl1_Itgav.csv),0.83479661,0.817261226,1.051801029,0.659778963,1.112494355,0.895226437, '+'
IVH_3d-[VL_V-VIa-VIb]up--(Cx3cl1_Itgb1.csv),0.931213168,0.850501899,1.007791617,0.651428571,1.063699179,0.900926887, '+'
IVH_3d-[VL_V-VIa-VIb]up--(Cx3cl1_Itgb3.csv),0.982535196,0.980895037,0.996826786,1.125959632,1.016627681,1.020568866, '++'
