Unnamed: 0,gene,score,p-value
16118,Atp6v0e,-0.9557563707174924,7.914066260896215e-09
6525,Rarres2,-0.9182948492842328,2.497010433447995e-05
7663,Mcee,-0.9085585252499618,1.1223626516307778e-06
14389,Plpp1,-0.8994917103418926,6.809033147270423e-05
3583,Riiad1,-0.8889716525099387,0.00010997979494654231
6217,Strip2,-0.8847980826487043,5.2977564198363035e-06
12721,Cfap52,-0.8811736555580971,0.00015233722742782047
2569,Ndufa1,-0.8735294117647058,9.869651666147376e-06
8029,Arl6ip1,-0.8735294117647058,9.869651666147376e-06
7906,Folr1,-0.8733678590901709,9.953795444696654e-06
16706,Zfand3,-0.8732610908529584,0.00020738902968564198
11640,Sema3b,-0.8717970535882102,1.0803892029497184e-05
7351,Spint2,-0.8688997654581758,1.2532420316700517e-05
11875,Tcn2,-0.8658294482657442,1.4612177602601029e-05
11076,Fam216b,-0.8655776616544141,0.0002746266907322448
9412,Tmem5,-0.8655776616544141,0.0002746266907322448
4209,Fam166b,-0.8655776616544141,0.0002746266907322448
5229,Msx1,-0.8621109523243786,1.7512174204234816e-05
585,Dbi,-0.8601398601398602,0.0003316683391269209
9208,Rpl41,-0.8588235294117647,2.046439573621424e-05
11530,Pih1d2,-0.8577796647025725,0.00035911879017018467
2539,Uckl1os,-0.8577796647025725,0.00035911879017018467
15121,Spef2,-0.8577796647025725,0.00035911879017018467
6115,Kl,-0.8567416659206556,2.2541647079542882e-05
12601,Fam183b,-0.8547037413622134,0.0003975094291743053
10687,1700024G13Rik,-0.8547037413622134,0.0003975094291743053
6989,M6pr,-0.8546422913727825,0.00039830756513666
8443,Perp,-0.8533620143785623,2.6289489926653448e-05
10725,2900040C04Rik,-0.8533620143785623,2.6289489926653448e-05
818,F5,-0.8533620143785623,2.6289489926653448e-05
